ts,run_label,idx,type,query,status_code,latency_ms,valid,engine,preview
2025-10-02T05:21:35.834329+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,22.75,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:36.056807+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,15.5,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:36.285207+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,9.82,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:36.527089+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,11.51,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:37.091424+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,327.74,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:37.359417+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,14.62,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:37.632910+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,10.65,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:37.878226+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,1.87,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:21:38.141880+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,11.5,False,,"{""response"": ""Response to: InfluxDB query failed: (404)\nReason: Not Found\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding', 'X-Infl"
2025-10-02T05:21:38.384094+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.04,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:22:09.058692+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,104.7,True,,"{""response"": ""Response to: Returned 11349 row(s). Example @ 2025-10-02T02:03:44.031904+00:00 sensor=S-C1 zone=construction""}"
2025-10-02T05:22:09.357104+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,48.29,True,,"{""response"": ""Response to: Returned 3570 row(s). Example @ 2025-10-02T04:22:09.709093+00:00 sensor=S-I1 zone=industrial""}"
2025-10-02T05:22:10.358004+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,710.26,True,,"{""response"": ""Response to: Returned 34032 row(s). Example @ 2025-10-02T02:03:44.031904+00:00 sensor=S-C1 zone=construction""}"
2025-10-02T05:22:10.671922+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,15.68,True,,"{""response"": ""Response to: Returned 12 row(s). Example @ 2025-10-02T03:00:00+00:00 sensor=S-C1 zone=construction | co2_ppm=2592.68""}"
2025-10-02T05:22:10.976957+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,11.61,True,,"{""response"": ""Response to: Returned 12 row(s). Example @ 2025-10-02T03:00:00+00:00 sensor=S-C1 zone=construction | noise_db=72.37368246602577""}"
2025-10-02T05:22:11.276470+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,44.74,True,,"{""response"": ""Response to: Returned 493 row(s). Example @ 2025-10-02T02:30:00.197100+00:00 sensor=S-C1 zone=construction | co2_ppm=2449.72""}"
2025-10-02T05:22:11.536546+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,10.42,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T05:22:11.760309+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.15,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:22:11.977951+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,8.83,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T05:22:12.215001+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,1.9,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:39:33.168487+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,74.53,True,,"{""response"": ""Response to: Returned 12384 row(s). Example @ 2025-10-02T02:03:44.031904+00:00 sensor=S-C1 zone=construction""}"
2025-10-02T05:39:33.591632+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,0,0.0,False,,"exception: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
2025-10-02T05:39:34.988348+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,1157.3,True,,"{""response"": ""Response to: Returned 37137 row(s). Example @ 2025-10-02T02:03:44.031904+00:00 sensor=S-C1 zone=construction""}"
2025-10-02T05:39:35.269471+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,31.06,True,,"{""response"": ""Response to: Returned 12 row(s). Example @ 2025-10-02T03:00:00+00:00 sensor=S-C1 zone=construction | co2_ppm=2592.68""}"
2025-10-02T05:39:35.559174+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,14.62,True,,"{""response"": ""Response to: Returned 12 row(s). Example @ 2025-10-02T03:00:00+00:00 sensor=S-C1 zone=construction | noise_db=72.37368246602577""}"
2025-10-02T05:39:35.866096+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,61.18,True,,"{""response"": ""Response to: Returned 543 row(s). Example @ 2025-10-02T02:30:00.197100+00:00 sensor=S-C1 zone=construction | co2_ppm=2449.72""}"
2025-10-02T05:39:36.175116+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,9.51,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T05:39:36.412710+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,5.4,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:39:36.671782+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,14.44,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T05:39:36.929552+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.06,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:41:27.274046+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,83.0,True,,"{""response"": ""Response to: Returned 12497 row(s). Example @ 2025-10-02T02:03:44.031904+00:00 sensor=S-C1 zone=construction""}"
2025-10-02T05:41:28.128565+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,556.27,True,,"{""response"": ""Response to: Returned 3569 row(s). Example @ 2025-10-02T04:41:28.126687+00:00 sensor=S-I1 zone=industrial""}"
2025-10-02T05:41:28.575382+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,200.92,True,,"{""response"": ""Response to: Returned 37476 row(s). Example @ 2025-10-02T02:03:44.031904+00:00 sensor=S-C1 zone=construction""}"
2025-10-02T05:41:28.826338+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,9.68,True,,"{""response"": ""Response to: Returned 12 row(s). Example @ 2025-10-02T03:00:00+00:00 sensor=S-C1 zone=construction | co2_ppm=2592.68""}"
2025-10-02T05:41:29.077256+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,10.41,True,,"{""response"": ""Response to: Returned 12 row(s). Example @ 2025-10-02T03:00:00+00:00 sensor=S-C1 zone=construction | noise_db=72.37368246602577""}"
2025-10-02T05:41:29.328092+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,47.54,True,,"{""response"": ""Response to: Returned 549 row(s). Example @ 2025-10-02T02:30:00.197100+00:00 sensor=S-C1 zone=construction | co2_ppm=2449.72""}"
2025-10-02T05:41:29.630709+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,9.46,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T05:41:29.915853+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,8.1,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
2025-10-02T05:41:30.195884+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,18.11,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T05:41:30.419157+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,6.38,True,,"{""response"": ""Response to: Out of scope for CO\u2082/NO\u2082/PM2.5/noise data. Try: 'Show noise for sensor S-I1 last hour'.""}"
